Score,Model,Data
-2.4187090289532365,NO2 (µmol/L),Taxa
-0.09321031940673619,NO2 (µmol/L),Taxa
-0.35329595870287567,NO2 (µmol/L),Taxa
0.3924000510204092,NO2 (µmol/L),Taxa
-0.725639066639493,NO2 (µmol/L),Taxa
0.06559203550946635,NO2 (µmol/L),Taxa
0.11443696299795347,NO2 (µmol/L),Taxa
-0.0016687277667648548,NO2 (µmol/L),Taxa
0.3674150019933782,NO2 (µmol/L),Taxa
0.08876222370412423,NO2 (µmol/L),Taxa
-1.7320266962798354,NO2 (µmol/L),Taxa
0.09842577763677107,NO2 (µmol/L),Taxa
0.14976444484526186,NO2 (µmol/L),Taxa
-0.12953771156822058,NO2 (µmol/L),Taxa
0.056214034189128625,NO2 (µmol/L),Taxa
-0.09185099234309058,NO2 (µmol/L),Taxa
-0.843102191708478,NO2 (µmol/L),Taxa
0.6772178454487889,PO4 (µmol/L),Taxa
0.8075024211167525,PO4 (µmol/L),Taxa
0.5448909629414188,PO4 (µmol/L),Taxa
0.6350505705699292,PO4 (µmol/L),Taxa
0.5104226902528604,PO4 (µmol/L),Taxa
0.8619696983166817,PO4 (µmol/L),Taxa
0.7072859386760095,PO4 (µmol/L),Taxa
0.7975805399361742,PO4 (µmol/L),Taxa
0.6073663378884635,PO4 (µmol/L),Taxa
0.8006319183011572,PO4 (µmol/L),Taxa
0.6098534087624623,PO4 (µmol/L),Taxa
0.5114962297170207,PO4 (µmol/L),Taxa
0.6041930277948171,PO4 (µmol/L),Taxa
0.7552310585100506,PO4 (µmol/L),Taxa
0.8140930269578657,PO4 (µmol/L),Taxa
0.5391553361867211,PO4 (µmol/L),Taxa
0.8050654416421192,PO4 (µmol/L),Taxa
0.48363885751780145,PO4 (µmol/L),Taxa
0.7710869704136222,PO4 (µmol/L),Taxa
0.7442873172561077,PO4 (µmol/L),Taxa
0.8095238095238095,Environmental Feature,Taxa
0.7142857142857143,Environmental Feature,Taxa
0.7619047619047619,Environmental Feature,Taxa
0.7142857142857143,Environmental Feature,Taxa
0.7619047619047619,Environmental Feature,Taxa
0.7619047619047619,Environmental Feature,Taxa
0.8571428571428571,Environmental Feature,Taxa
0.9047619047619048,Environmental Feature,Taxa
0.8571428571428571,Environmental Feature,Taxa
0.8095238095238095,Environmental Feature,Taxa
0.7619047619047619,Environmental Feature,Taxa
0.6190476190476191,Environmental Feature,Taxa
0.8095238095238095,Environmental Feature,Taxa
0.8571428571428571,Environmental Feature,Taxa
0.6666666666666666,Environmental Feature,Taxa
0.7142857142857143,Environmental Feature,Taxa
0.7142857142857143,Environmental Feature,Taxa
0.8571428571428571,Environmental Feature,Taxa
0.7619047619047619,Environmental Feature,Taxa
0.6190476190476191,Environmental Feature,Taxa
0.6190476190476191,Biome,Taxa
0.6666666666666666,Biome,Taxa
0.9047619047619048,Biome,Taxa
0.9047619047619048,Biome,Taxa
0.8095238095238095,Biome,Taxa
0.6666666666666666,Biome,Taxa
0.8571428571428571,Biome,Taxa
0.8095238095238095,Biome,Taxa
0.7142857142857143,Biome,Taxa
0.7142857142857143,Biome,Taxa
0.8095238095238095,Biome,Taxa
0.42857142857142855,Biome,Taxa
0.6666666666666666,Biome,Taxa
0.6190476190476191,Biome,Taxa
0.6666666666666666,Biome,Taxa
0.7142857142857143,Biome,Taxa
0.6190476190476191,Biome,Taxa
0.8095238095238095,Biome,Taxa
0.9523809523809523,Biome,Taxa
0.9047619047619048,Biome,Taxa
0.6190476190476191,Region,Taxa
0.7142857142857143,Region,Taxa
0.7142857142857143,Region,Taxa
0.8571428571428571,Region,Taxa
0.5714285714285714,Region,Taxa
0.7142857142857143,Region,Taxa
0.8095238095238095,Region,Taxa
0.8095238095238095,Region,Taxa
0.5238095238095238,Region,Taxa
0.6666666666666666,Region,Taxa
0.5714285714285714,Region,Taxa
0.9047619047619048,Region,Taxa
0.6190476190476191,Region,Taxa
0.6666666666666666,Region,Taxa
0.5714285714285714,Region,Taxa
0.7142857142857143,Region,Taxa
0.5714285714285714,Region,Taxa
0.8095238095238095,Region,Taxa
0.6190476190476191,Region,Taxa
0.8095238095238095,Region,Taxa
